name;level;type;ritual;casting_time;casting_time_comment;range;components;components_comment;duration;duration_comment;discription
ThornWhip;0;Transmutation;-;1 action;-;30 feet;V,S,M;the stem of a plant with thorns;instant;-;You create a long, vine-like wh ip covered in th orn s thatYou create a long, vine-like wh ip covered in th orn s thatlash es out at your com m a n d toward a crea tu re in range.Make a m elee spell attack against the target. If theattack hits, the crea tu re takes 1d6 piercin g da m age, andif the crea tu re is Large or sm aller, you pull the creatu reup to 10 feet closer to you.Th is spells da m age in crea ses by 1d6 w h en you reach5th level (2d6), 11th level (3d6), and 17th level (4d6).
CordonofArrows;2;transmutation;-;1 action;-;5 feet;V,S,M;four or m ore a rrows or bolts;8 hours;-;You plant fou r pieces of n on m a gica l am m u nition You plant fou r pieces of n on m a gica l am m u nition a rrows or cr ossbow boltsin the grou n d within rangeand lay m a gic u pon them to protect an area. Until thespell ends, wh en ever a creatu re oth er than you com eswithin 30 feet of the am m u nition for the first tim e on aturn or en ds its turn there, on e piece of am m u nition fliesup to strike it. Th e crea tu re m ust su cceed on a Dexteritysaving th row or take 1d6 piercin g dam age. Th e piece ofam m u nition is then destroyed. Th e spell en ds wh en noam m u nition rem ains.W h en you cast this spell, you can design ate anycrea tu res you ch oose, and the spell ign ores them .A t H igher L evels. W h en you cast this spell u singa spell slot of 3rd level or higher, the am oun t ofam m u nition that ca n be affected in crea ses by two foreach slot level above 2nd.
TensersFloatingDisk;1;conjuration;True;1 action;-;30 feet;V,S,M;a drop of m ercury;1 hour;-;Th is spell crea tes a circular, h orizon tal plane of force,Th is spell crea tes a circular, h orizon tal plane of force,3 feet in diam eter and 1 in ch thick, that floats 3 feetabove the grou n d in an u n occu pied spa ce of you r ch oicethat you ca n see with in range. Th e disk rem ain s for theduration, and can h old up to 500 pou n ds. If m ore weigh tis pla ced on it, the spell ends, and everything on the diskfalls to the ground.Th e disk is im m obile wh ile you are within 20 feet ofit. If you m ove m ore than 20 feet away from it, the diskfollows you so that it rem ain s within 20 feet of you. Itcan m ove a cr oss uneven terrain, up or down stairs,slopes and the like, but it ca n t cr oss an elevation ch a n geof 10 feet or m ore. F or exam ple, the disk ca n t m ovea cr oss a 10-foot-deep pit, n or cou ld it leave su ch a pit if itw a s crea ted at the bottom .If you m ove m ore than 100 feet from the disk (typicallybeca u se it ca n t m ove arou nd an obsta cle to follow you),the spell ends.
FindSteed;2;conjuration;-;10 minutes;-;30 feet;V,S;-;instant;-;You su m m on a spirit that a ssu m es the form of anYou su m m on a spirit that a ssu m es the form of anunusually intelligent, strong, and loyal steed, crea tin g along-lasting bon d with it. Appea rin g in an u n occu piedspa ce within range, the steed takes on a form that youch oose, su ch as a warh orse, a pony, a cam el, an elk, ora mastiff. (Your DM m ight allow oth er anim als to besu m m on ed as steeds.) Th e steed has the statistics of thech osen form , th ou gh it is a celestial, fey, or fiend (you rch oice) instead of its n orm al type. Additionally, if yoursteed has an In telligen ce of 5 or less, its In telligencebecom es 6, and it gain s the ability to understan d on elanguage of you r ch oice that you speak.Your steed serves you as a m ount, both in com ba t andout, and you have an instinctive bon d with it that allowsyou to fight as a sea m less unit. W h ile m ou n ted on yoursteed, you can m ake any spell you cast that targets onlyyou also target you r steed.W h en the steed drops to 0 hit points, it disappears,leavin g beh in d no ph ysical form . You can alsodism iss you r steed at any tim e as an action, cau sin git to disappear. In either ca se, ca stin g this spellagain su m m on s the sa m e steed, restored to its hitpoin t m a xim u m .W h ile you r steed is within 1 m ile of you, you cancom m u n ica te with it telepathically.You ca n t have m ore than on e steed bon ded by thisspell at a tim e. As an action, you ca n release the steedfrom its bon d at any tim e, cau sin g it to disappear.
AntilifeShell;5;abjuration;-;1 action;-;self;V,S;-;1 hour;-;A sh im m erin g ba rrier exten ds out from you in a 10-footA sh im m erin g ba rrier exten ds out from you in a 10-footradius and m oves with you, rem ain in g cen tered onyou and h edgin g out crea tu res oth er than u n dea d andcon stru cts. Th e barrier lasts for the duration.Th e ba rrier prevents an affected creatu re frompa ssin g or reach in g through. An affected creatu recan cast spells or m ake attacks with ran ged or reachw ea pon s th rou gh the barrier.If you m ove so that an affected creatu re is for ced topa ss th rough the barrier, the spell ends.
PoisonSpray;0;Conjuration;-;1 action;-;10 feet;V,S;-;instant;-;You exten d your hand toward a creatu re you can seeYou exten d your hand toward a creatu re you can seewithin ran ge and project a pu ff of n oxiou s gas from yourpalm . Th e crea tu re m ust su cceed on a Constitutionsaving th row or take 1d12 poison dam age.Th is spells da m age in crea ses by 1d12 wh en you reach5th level (2d 12), 11th level (3d 12), and 17th level (4d12).
Etherealness;7;transmutation;-;1 action;-;self;V,S;-;8 hours;-;You step into the bor der region s of the E thereal Plane,You step into the bor der region s of the E thereal Plane,in the area wh ere it overlaps with your curren t plane.You rem ain in the Border E thereal for the duration oruntil you u se you r action to dism iss the spell. Durin gthis tim e, you can m ove in any direction . If you m oveup or down , every foot of m ovem en t costs an extra foot.You ca n see and h ear the plane you originated from , buteveryth in g there look s gray, and you ca n t see anythingm ore than 60 feet away.W h ile on the E thereal P lane, you ca n on ly affect andbe affected by oth er crea tu res on that plane. Creaturesthat arent on the E thereal P la n e ca n t perceive you andca n t interact with you, u n less a specia l ability or m agichas given them the ability to do so.You ign ore all objects and effects that aren t on theEthereal P lane, a llowin g you to m ove th rough objectsyou perceive on the plane you originated from .Wh en the spell ends, you im m ediately return to theplane you originated from in the spot you currentlyoccu py. If you occu py the sa m e spot as a solid objector creatu re wh en this happen s, you are im m ediatelyshunted to the n earest u n occu pied spa ce that youca n occu py and take for ce da m age equ al to tw ice then u m ber of feet you are m oved.Th is spell has n o effect if you cast it wh ile you are onthe E thereal P la n e or a plane that d oesn t border it, suchas on e of the Outer P la n es.A t H igher L evels. Wh en you cast this spell u singa spell slot of 8th level or higher, you ca n target up toth ree willin g crea tu res (in cluding you) for ea ch slot levelabove 7th. Th e crea tu res m ust be within 10 feet of youwh en you cast the spell.
MinorIllusion;0;Illusion;-;1 action;-;30 feet;S,M;a bit of fleece;1 minutes;-;You create a sou n d or an im age of an object withinYou create a sou n d or an im age of an object withinran ge that lasts for the duration. Th e illusion also en ds ifyou dism iss it as an action or cast this spell again.If you create a sou n d, its volu m e can ran ge from awh isper to a screa m . It ca n be you r voice, som eon eelses voice, a lion s roar, a beatin g of drum s, or anyoth er sou n d you ch oose. Th e sou n d con tin u es unabatedth roughou t the duration, or you can m ake discretesou n ds at different tim es before the spell ends.If you create an im age of an objectsu ch as a chair,m uddy footprin ts, or a sm all ch estit m ust be n o largerthan a 5-foot cube. Th e im age ca n t create sou n d, light,sm ell, or any oth er sen sor y effect. P h ysica l interactionwith the im age revea ls it to be an illusion, beca u seth in gs can pa ss th rough it.If a creatu re u ses its action to exam in e the sou n d orim age, the creatu re ca n determ ine that it is an illusionwith a su ccessfu l Intelligen ce (Investigation) ch eckagainst you r spell save DC. If a creatu re discern s theillusion for what it is, the illusion becom es faint tothe creature.
ProtectionfromEvilandGood;1;abjuration;-;1 action;-;touch;V,S,M;h oly water or pow dered silverand iron, wh ich the spell con su m es;10 minutes;-;Until the spell ends, on e willin g creatu re youUntil the spell ends, on e willin g creatu re youtouch is protected against certain types ofcreatu res: aberrations, celestials, elem entals, fey,fiends, and undead.Th e protection grants several benefits. Creatures ofth ose types have disadvantage on attack rolls againstthe target. Th e target also ca n t be ch a rm ed, frightened,or p ossessed by them . If the target is already charm ed,frightened, or p ossessed by su ch a creature, the targethas advantage on any n ew saving th row against therelevant effect.
MageArmor;1;abjuration;-;1 action;-;touch;V,S,M;a piece of cu red leather;8 hours;-;You touch a willin g crea tu re w h o isn t wea rin g armor,You touch a willin g crea tu re w h o isn t wea rin g armor,and a protective m a gica l for ce su rrou n ds it until thespell ends. Th e targets ba se AC becom es 13 + itsDexterity m odifier. Th e spell en ds if the target don sarm or or if you dism iss the spell as an action.
BanishingSmite;5;abjuration;-;1 bonus action;-;self;V;-;1 minutes;-;Th e next tim e you hit a creatu re with a w ea pon attackTh e next tim e you hit a creatu re with a w ea pon attackbefore this spell ends, your w ea pon cra ck les with force,and the attack dea ls an extra 5d10 force da m age to thetarget. Additionally, if this attack r edu ces the targetto 50 hit poin ts or fewer, you banish it. If the target isnative to a different plane of existen ce than the on eyou re on, the target disappea rs, retu rn in g to its h om eplane. If the target is native to the plane you re on, thecreatu re van ish es into a h a rm less dem iplane. Wh ilethere, the target is in capacitated. It rem ain s there untilthe spell en ds, at w h ich poin t the target rea ppea rs in thespa ce it left or in the n earest u n occu pied spa ce if thatspa ce is occu pied.
AstralProjection;9;necromancy;-;1 hour;-;10 feet;V,S,M;for each crea tu re you affect withthis spell, you m ust provide on e ja cin th worth at least1,000  gp and on e ornately ca rved ba r of silver worthat least 100 gp, all of wh ich the spell con su m es;special;-;You and up to eight willin g crea tu res with in rangeYou and up to eight willin g crea tu res with in rangeproject you r astral bod ies into the Astral P la n e (thespell fails and the castin g is wasted if you are alreadyon that plane). Th e m aterial body you leave beh in d isu n con sciou s and in a state of su spen ded anim ation itd oesn t n eed food or air and doesn t age.Your astral body resem bles you r m orta l form ina lm ost every way, replicating your gam e statistics andpossession s. Th e prin cipal differen ce is the addition ofa silvery cord that exten ds from between you r sh ou lderbla des and trails beh in d you, fading to invisibility after1 foot. Th is cor d is you r tether to you r m aterial body. Aslon g as the tether rem ain s intact, you ca n find you r wayh om e. If the cor d is cutsom eth in g that ca n happenon ly wh en an effect specifica lly states that it d oesyoursou l and body are separated, killin g you instantly.Your astral form can freely travel through the AstralP lane and can pa ss through portals there leading to anyother plane. If you enter a n ew plane or return to theplane you were on when castin g this spell, you r body andpossession s are transported along the silver cord, allowingyou to re-enter your body as you enter the n ew plane.Your astral form is a separate incarnation. Any dam ageor other effects that apply to it have n o effect on yourphysical body, nor do they persist wh en you return to it.Th e spell en ds for you and your com pa n ion s wh enyou u se you r action to dism iss it. W h en the spell ends,the affected creatu re retu rn s to its ph ysical body,and it awakens.Th e spell m ight also en d early for you or on e of yourcom pa n ion s. A su ccessfu l  dispel m agic spell u sedagainst an astral or ph ysical body en ds the spell for thatcreature. If a crea tu res origin al body or its astral formdrops to 0 hit points, the spell en ds for that creatu re. Ifthe spell en ds and the silver cord is intact, the cor d pu llsthe crea tu res astral form ba ck to its body, en din g itsstate of su spen ded anim ation.If you are retu rn ed to you r body prem aturely, yourcom pa n ion s rem ain in their astral form s and m ust findtheir own way ba ck to their bodies, usually by droppin gto 0 hit points.
